Topic,Sentiment,tweet,tidy_tweet
ant-man,1,Going to go see ant-man tomorrow hope it's good,going see ant man tomorrow hope good
ant-man,1,"Going to see Ant-Man today for the Sunday Matinee, just need to put the roast beef in the crockpot and I'm good to go! :D",going see ant man today sunday matinee need put roast beef crockpot i'm good
ant-man,1,"Going to the movies tomorrow to watch Southpaw, Paper Towns, Train Wreck and then Ant-Man again.",going movie tomorrow watch southpaw paper towns train wreck ant man
ant-man,1,"Gonna go to the city this weekend (saturday most likely), shop a bit and watch Ant-Man, cause hell, I wanna see it!",gonna city weekend saturday likely shop bit watch ant man cause hell wanna see
ant-man,1,Gonna wait until tomorrow to see Ant-Man and take my ma with me.,gonna wait tomorrow see ant man take
ant-man,1,Got to love these three dedicated days of laziness. Back to gyming it up tomorrow. Before Ant-Man.,got love three dedicated day laziness back gyming tomorrow before ant man
ant-man,1,Great to see Sun Girl in Last Days of Ant-Man. Be great if she survived Secret Wars! Do the right thing @Marvel =) http://t.co/Z85bZlud89,great see sun girl last days ant man great survived secret wars right thing
ant-man,1,"HEROES! Well, almost. These four lucky residents scored gigs in 'Ant-Man.' Check out the story tomorrow! http://t.co/DAMKx8ouqu",heroes well almost these four lucky resident scored gig 'ant man check story tomorrow
ant-man,1,"Had a slightly intoxicated conversation about Daredevil, Ant-Man, Civil War, &amp; the MCU. If that's not a successful Wednesday, then what is?",had slightly intoxicated conversation daredevil ant man civil war amp mcu that not successful wednesday
ant-man,1,Had the chance to finally see both the Fantastic Four and Ant-Man. If I may indulge in a pun... Big things do come from small packages.,had chance finally see fantastic four ant man may indulge pun big thing come small package
ant-man,1,"He's a handsome devil, isn't he? Catch him in Ant-Man, screening for the last time tomorrow! https://t.co/VZDZUhAMD0 http://t.co/ByJl2bZQev",he handsome devil catch ant man screening last time tomorrow
ant-man,1,Hey students! Do you like movies? Then join us tomorrow at Cinemark 6 at 12:30 pm for Ant-Man! The movie starts at 12:50 pm. See you then!,hey student like movie then join tomorrow cinemark ant man the movie start see
ant-man,1,Hi @GraceRandolph how the editing of your new @marvel video coming along? Up tomorrow ? Waiting to watch it. Ant-man opens here tomorrow,editing new video coming along tomorrow waiting watch ant man open tomorrow
ant-man,1,"I *COULD* see Ant-Man today, OR, I could see the live action Attack on Titan movie in theatres tomorrow....",could see ant man today could see live action attack titan movie theatre tomorrow
ant-man,1,I debate seeing Ant-Man tonight for the 3rd time...Do I?,debate seeing ant man tonight time
ant-man,1,"I don't know what I'm more excited about - starting a new Hub8 project, seeing Ant-Man or Charlie coming home from Greece tomorrow...",know i'm excited starting new hub project seeing ant man charlie coming home greece tomorrow
ant-man,1,I finished first at TimePlay when I saw Ant-Man tonight. I think I may have peaked. #AntMan #DreamBig,finished first timeplay saw ant man tonight think may peaked antman dreambig
ant-man,1,"I got 3 options on Friday   Suck it up and watch Fantastic Four  Watch Ant-Man, again   Or watch Mission Impossible:Rogue Mation",got option friday suck watch fantastic four watch ant man watch mission impossible rogue mation
ant-man,1,"I had a really great time watching Ant-man, reminded me of the 1st time watching Iron man , where the character tries to learn who he is",really great time watching ant man reminded time watching iron man character try learn
ant-man,1,"I had this written at like half 6 today and almost forgot to post it!  http://t.co/Rk1i24eyyZ  Featuring Wilco, Ant-Man, WHAS and more.",written like half today almost forgot post featuring wilco ant man whas
ant-man,1,I have my Agent Carter t shirt and my Jan earrings. The concession stand guy said stay till the end. As prepared for Ant-man as I can be?,agent carter shirt jan earring the concession stand guy said stay till end prepared ant man
ant-man,1,"I may be late to this party, but Ant-Man is a great movie! Ranks among my top picks in the Marvel cinematic universe, I didn't expect that",may late party ant man great movie ranks among top pick marvel cinematic universe expect
ant-man,1,I need to get up early tomorrow and finally see Ant-Man.  My local cinema only has one showing and it is just after 12pm.,need get early tomorrow finally see ant man local cinema one showing
ant-man,1,I plan to see the Fantastic 4 movie Tuesday. I went to see Age of Ultron and Ant-Man the Thursday night before.,plan see fantastic movie tuesday went see age ultron ant man thursday night
ant-man,1,"I saw Ant-Man on Friday night, but peeked in the showing of SOC to see the response. Packed showing with racial mix. https://t.co/6OrmA9bdYx",saw ant man friday night peeked showing soc see response packed showing racial mix
ant-man,1,I should go watch Ant-Man tomorrow because I really want to watch it and have yet to see it.,watch ant man tomorrow really want watch yet see
ant-man,1,I think the best Stan Lee cameo may be in Ant-Man. It had me laughing hard.,think best stan lee cameo may ant man laughing hard
ant-man,1,I want to trade an Ant-Man fig for this Yellowjacket. All from @CollectorCorps June box. Tweet if interested http://t.co/ZCuajvPQoh,want trade ant man fig yellowjacket all june box tweet interested
ant-man,1,I watched Ant-Man for the 3rd time today.,watched ant man time today
ant-man,1,"I would say, Ant-Man is probably my favorite movie of the year so far with MI: Rogue Nation at a very close 2nd",would say ant man probably favorite movie year far rogue nation close
ant-man,1,I'll end the streak of bad movies tomorrow when I go to Ant-Man again,i'll end streak bad movie tomorrow ant man
ant-man,1,"I'm desperate enough to go see Ant-Man, but it won't be out until August 12 here.",i'm desperate enough see ant man august
ant-man,1,"I'm going to see Ant-Man. Wednesday, 19 August 2015 at 14:00 in Newport - Spytty Park http://t.co/O1xx0OPqzb #Cineworld",i'm going see ant man wednesday august newport spytty park cineworld
ant-man,1,I've decided to record the new Comically on the history of Ant-Man a day early...I may even have it ready for release tomorrow.,i've decided record new comically history ant man day early may even ready release tomorrow
ant-man,1,"If I can finish this final tonight, I'll be able to finally see Ant-Man tomorrow after work.",finish final tonight i'll able finally see ant man tomorrow work
ant-man,1,If I feel up to going to mum's eye check up may try and see Ant-man,feel going mum eye check may try see ant man
ant-man,1,If you liked Ant-Man you may enjoy Law and the Multiverse's discussion of the whole robbery/burglary distinction.  http://t.co/3H0fDKB9Ui,liked ant man may enjoy law multiverse discussion whole robbery burglary distinction
ant-man,1,"If you're having doubts about Ant-Man, just go and see it, you won't be disappointed. He may not be a major character, but the movie is good",doubt ant man see disappointed may not major character movie good
ant-man,1,Ima just go catch a matinee of Ant-Man by myself tomorrow lol,ima catch matinee ant man tomorrow lol
ant-man,1,In other news I saw Ant-Man! It may have a few flaws but I absolutely loved it! So funny and the character is brilliant,news saw ant man may flaw absolutely loved funny character brilliant
ant-man,1,"In other news, can't wait to see Ant-Man tomorrow night, hopefully it's what I expect",news ca not wait see ant man tomorrow night hopefully expect
ant-man,1,Isn't that what a Bruce Jenner nephews call him? Ant-Man wins box office for 2nd weekend with $24.8M @USATODAY http://t.co/0Z4e8VOp0l/s/rmAs,is not bruce jenner nephew call ant man win box office weekend
ant-man,1,It seems the rest of my life may just be convincing people to watch Ant-Man with me.,seems rest life may convincing people watch ant man
ant-man,1,"It's another Sunday with perfect cinema weather, so head down for INSIDE OUT and ANT-MAN #worthing  Book at http://t.co/nC4I1scvIb",it another sunday perfect cinema weather head inside out ant man worthing book
ant-man,1,"It's official: FINALLY get to go see Ant-Man tomorrow!! First real day off in 2 months!! So stoked- NO SPOILERS, MARVEL NATION!!",it official finally get see ant man tomorrow first real day month stoked spoilers marvel nation
ant-man,1,It's the first of August and started off good with Ant-Man.,it first august started good ant man
ant-man,1,Just found myself googling 'ant man quantum realm reflection'. I may be thinking about Ant-Man too much. It is ace though.,just found googling 'ant man quantum realm reflection' may thinking ant man much ace though
ant-man,1,Just saw Ant-Man in the theatre for the 3rd time.  It's still super great.,just saw ant man theatre time it still super great
ant-man,1,Last day for ANT-MAN!  MISSION IMPOSSIBLE ROGUE NATION opens FRI!  I am so impressed with this movie!  Don't miss it! http://t.co/9oBvQ08q1w,last day ant man mission impossible rogue nation open fri impressed movie do not miss
ant-man,1,"Looks like ANT-MAN is gonna hit #1 for the 2nd straight weekend. Not to mention, also pass the $100 million mark. Not too shabby........",looks like ant man gonna hit straight weekend not mention also pas million mark not shabby
ant-man,1,M:I 5 was... ok. Nowhere near as awesome the 4th was. Glad I didn't spend $11 at the theater for it. I would rather watch Ant-Man again.,nowhere near awesome glad spend theater would rather watch ant man
ant-man,1,Many blessings lately: &amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;Got out to the theater last Saturday to see Ant-Man . Not only http://t.co/W89o80a6Tf,many blessing lately amp nbsp amp nbsp amp nbsp amp nbsp amp nbsp got theater last saturday see ant man not
ant-man,1,"Marvel kicks off the presentation! Alan Horn starts by praising Ant-Man's #1 opening, which he says is Marvel's 12th consecutive #1 opener.",marvel kick presentation alan horn start praising ant man opening say marvel consecutive opener
ant-man,1,May go see Ant-Man tonight. Anyone interested?,may see ant man tonight anyone interested
ant-man,1,Maybe on Monday I'm going to see Ant-Man with the squad,maybe monday i'm going see ant man squad
ant-man,1,Michael Douglas may not be coming back for another Marvel film...he did so good in Ant-Man though,michael douglas may not coming back another marvel film good ant man though
ant-man,1,Might just have to go see Ant-man tomorrow,might see ant man tomorrow
ant-man,1,"My cousin snapchatted me ""Ant-man tomorrow. You good?"" And these are the reasons we get along so well.",cousin snapchatted ant man tomorrow you good and reason get along well
ant-man,1,My dad and sister will try out Daredevil series tomorrow. They really liked Ant-Man when I recommended it to them...  HEHEHEHEHE!,dad sister try daredevil series tomorrow they really liked ant man recommended hehehehehe
ant-man,1,My plan for tomorrow's surprise day off is to finally see Ant-Man.,plan tomorrow surprise day finally see ant man
ant-man,1,"No work for the rest of the week means Ant-Man tomorrow morning, followed by a trip to the comic shop, and much lazing about.",work rest week mean ant man tomorrow morning followed trip comic shop much lazing
ant-man,1,"Nothing like finishing the last day back to work with Friday's, and Ant-man.",nothing like finishing last day back work friday ant man
